SEQ_CID_10_CAPITULO,DSC_CAPITULO,COD_CID_10,DSC_CID_10
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A390,MENINGITE MENINGOCOCICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A391,SINDROME DE WATERHOUSE-FRIDERICHSEN
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A392,MENINGOCOCCEMIA AGUDA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A393,MENINGOCOCCEMIA CRONICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A394,MENINGOCOCCEMIA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A395,CARDITE POR MENINGOCOCOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A398,OUTRAS INFECCOES POR MENINGOCOCOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A399,INFECCAO MENINGOCOCICA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A40,SEPTICEMIA ESTREPTOCOCICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A400,SEPTICEMIA POR STREPTOCOCCUS DO GRUPO A
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A401,SEPTICEMIA POR STREPTOCOCCUS DO GRUPO B
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A402,SEPTICEMIA POR STREPTOCOCCUS DO GRUPO D
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A403,SEPTICEMIA POR STREPTOCOCCUS PNEUMONIA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A408,OUTRAS SEPTICEMIAS ESTREPTOCOCICAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A409,SEPTICEMIA ESTREPTOCOCICA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A41,OUTRAS SEPTICEMIAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A410,SEPTICEMIA POR STAPHYLOCOCCUS AUREUS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A411,SEPTICEMIA POR OUTROS ESTAFILOCOCOS ESPECIFICADOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A412,SEPTICEMIA POR ESTAFILOCOCOS NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A413,SEPTICEMIA POR HAEMOPHILUS INFLUENZAE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A414,SEPTICEMIA POR ANAEROBIOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A415,SEPTICEMIA POR OUTROS MICROORGANISMOS GRAM-NEGATIVOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A418,OUTRAS SEPTICEMIAS ESPECIFICADAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A419,SEPTICEMIA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A42,ACTINOMICOSE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A420,ACTINOMICOSE PULMONAR
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A421,ACTINOMICOSE ABDOMINAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A422,ACTINOMICOSE CERVICOFACIAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A427,SEPTICEMIA ACTINOMICOTICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A428,OUTRAS FORMAS DE ACTINOMICOSE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A429,ACTINOMICOSE NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A43,NOCARDIOSE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A430,NOCARDIOSE PULMONAR
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A431,NOCARDIOSE CUTANEA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A438,OUTRAS FORMAS DE NOCARDIOSE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A439,NOCARDIOSE NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A44,BARTONELOSE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A440,BARTONELOSE SISTEMICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A441,BARTONELOSE CUTANEA E CUTANEO-MUCOSA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A448,OUTRAS FORMAS DE BARTONELOSE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A449,BARTONELOSE NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A46,ERISIPELA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A48,OUTRAS DOENCAS BACTERIANAS NAO CLASSIFICADAS EM OUTRA PARTE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A480,GANGRENA GASOSA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A481,DOENCA DOS LEGIONARIOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A482,DOENCA DOS LEGIONARIOS NAO-PNEUMONICA [FEBRE DE PONTIAC]
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A483,SINDROME DO CHOQUE TOXICO
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A484,FEBRE PURPURICA DO BRASIL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A488,OUTRAS DOENCAS BACTERIANAS ESPECIFICADAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A49,INFECCAO BACTERIANA DE LOCAL NAO ESPECIFICADO
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A490,INFECCAO ESTAFILOCOCICA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A491,INFECCAO ESTREPTOCOCICA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A492,INFECCAO POR HAEMOPHILUS INFLUENZAE NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A493,INFECCAO POR MYCOPLASMA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A498,OUTRAS INFECCOES BACTERIANAS DE LOCALIZACAO NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A499,INFECCAO BACTERIANA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A50,SIFILIS CONGENITA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A500,SIFILIS CONGENITA PRECOCE SINTOMATICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A501,"SIFILIS CONGENITA PRECOCE, FORMA LATENTE"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A502,SIFILIS CONGENITA PRECOCE NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A503,OCULOPATIA SIFILITICA CONGENITA TARDIA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A504,NEUROSSIFILIS CONGENITA TARDIA [NEUROSSIFILIS JUVENIL]
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A505,OUTRAS FORMAS TARDIAS E SINTOMATICAS DA SIFILIS CONGENITA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A506,SIFILIS CONGENITA TARDIA LATENTE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A507,SIFILIS CONGENITA TARDIA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A509,SIFILIS CONGENITA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A51,SIFILIS PRECOCE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A510,SIFILIS GENITAL PRIMARIA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A511,SIFILIS ANAL PRIMARIA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A512,SIFILIS PRIMARIA DE OUTRAS LOCALIZACOES
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A513,SIFILIS SECUNDARIA DA PELE E DAS MUCOSAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A514,OUTRAS FORMAS DE SIFILIS SECUNDARIA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A515,SIFILIS PRECOCE LATENTE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A519,SIFILIS PRECOCE NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A52,SIFILIS TARDIA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A520,SIFILIS CARDIOVASCULAR
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A521,NEUROSSIFILIS SINTOMATICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A522,NEUROSSIFILIS ASSINTOMATICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A523,NEUROSSIFILIS NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A527,OUTRAS FORMAS DE SIFILIS TARDIA SINTOMATICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A528,SIFILIS TARDIA LATENTE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A529,SIFILIS TARDIA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A53,OUTRAS FORMAS E AS NAO ESPECIFICADAS DA SIFILIS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A530,"SIFILIS LATENTE, NE SE RECENTE OU TARDIA"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A539,SIFILIS NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A54,INFECCAO GONOCOCICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A540,"INFECCAO GONOCOCICA DO TRATO GENITURINARIO INFERIOR, SEM ABSCESSO PERIURETRAL OU"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A541,"INFECCAO GONOCOCICA DO TRATO GENITURINARIO INFERIOR, COM ABSCESSO PERIURETRAL OU"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A542,PELVIPERITONITE GONOCOCICA E OUTRAS INFECCOES GENITURINARIAS GONOCOCICAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A543,INFECCAO GONOCOCICA DO OLHO
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A544,INFECCAO GONOCOCICA DO SISTEMA MUSCULO-ESQUELETICO
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A545,FARINGITE GONOCOCICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A546,INFECCAO GONOCOCICA DO ANUS OU DO RETO
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A548,OUTRAS INFECCOES GONOCOCICAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A549,INFECCAO GONOCOCICA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A55,LINFOGRANULOMA (VENEREO) POR CLAMIDIA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A56,OUTRAS INFECCOES CAUSADAS POR CLAMIDIAS TRANSMITIDAS POR VIA SEXUAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A560,INFECCOES POR CLAMIDIAS DO TRATO GENITURINARIO INFERIOR
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A561,"INFECCAO POR CLAMIDIAS, PELVIPERITONIAL E DE OUTROS ORGAOS GENITURINARIOS"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A562,"INFECCAO POR CLAMIDIAS DO TRATO GENITURINARIO, LOCALIZACAO NE"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A563,INFECCAO DO ANUS E DO RETO POR CLAMIDIAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A564,INFECCAO DA FARINGE POR CLAMIDIAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A568,"INFECCAO POR CLAMIDIAS TRANSMITIDA POR VIA SEXUAL, DE OUTRAS LOCALIZACOES"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A57,CANCRO MOLE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A58,GRANULOMA INGUINAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A59,TRICOMONIASE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A590,TRICOMONIASE UROGENITAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A598,OUTRAS LOCALIZACOES DE TRICOMONIASE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A599,TRICOMONIASE NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A60,INFECCOES ANOGENITAIS PELO VIRUS DO HERPES [HERPES SIMPLES]
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A600,INFECCAO DOS ORGAOS GENITAIS E DO TRATO GENITURINARIO PELO VIRUS DO HERPES
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A601,INFECCAO DA MARGEM CUTANEA DO ANUS E DO RETO PELO VIRUS DO HERPES
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A609,INFECCAO ANOGENITAL NE PELO VIRUS DO HERPES
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A63,"OUTRAS DOENCAS DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL, NAO CLASSIFICADAS EM O"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A630,VERRUGAS ANOGENITAIS (VENEREAS)
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A638,OUTRAS DOENCAS ESPECIFICADAS DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A64,"DOENCAS SEXUALMENTE TRANSMITIDAS, NAO ESPECIFICADAS"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A65,SIFILIS NAO-VENEREA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A66,BOUBA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A660,LESOES INICIAIS DA BOUBA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A661,PAPILOMAS MULTIPLOS E BOUBA PLANTAR UMIDA (CRAVO DE BOUBA)
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A662,OUTRAS LESOES CUTANEAS PRECOCES DA BOUBA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A663,HIPERCERATOSE DEVIDA A BOUBA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A664,GOMAS E ULCERAS DEVIDAS A BOUBA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A665,GANGOSA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A666,LESOES OSTEOARTICULARES DEVIDAS A BOUBA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A667,OUTRAS MANIFESTACOES DA BOUBA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A668,BOUBA LATENTE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A669,BOUBA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A67,PINTA [CARATE]
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A670,LESOES PRIMARIAS DA PINTA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A671,LESOES INTERMEDIARIAS DA PINTA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A672,LESOES TARDIAS DA PINTA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A673,LESOES MISTAS DA PINTA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A679,PINTA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A68,FEBRES RECORRENTES [BORRELIOSES]
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A680,FEBRE RECORRENTE TRANSMITIDA POR PIOLHOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A681,FEBRE RECORRENTE TRANSMITIDA POR CARRAPATOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A689,FEBRE RECORRENTE NE POR BORRELIOSES
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A69,OUTRAS INFECCOES POR ESPIROQUETAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A690,ESTOMATITE ULCERATIVA NECROTIZANTE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A691,OUTRAS INFECCOES DE VINCENT
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A692,DOENCA DE LYME
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A698,OUTRAS INFECCOES ESPECIFICADAS POR ESPIROQUETAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A699,"INFECCAO POR ESPIROQUETA, NE"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A70,INFECCOES CAUSADAS POR CLAMIDIA PSITTACI
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A71,TRACOMA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A710,FASE INICIAL DO TRACOMA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A711,FASE ATIVA DO TRACOMA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A719,TRACOMA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A74,OUTRAS DOENCAS CAUSADAS POR CLAMIDIAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A740,CONJUNTIVITE CAUSADA POR CLAMIDIAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A748,OUTRAS DOENCAS CAUSADAS POR CLAMIDIAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A749,INFECCAO CAUSADA POR CLAMIDIAS NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A75,TIFO EXANTEMATICO
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A750,TIFO EPIDEMICO TRANSMITIDO POR PIOLHOS DEVIDO A RICKETTSIA PROWAZEKII
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A751,TIFO RECRUDESCENTE [DOENCA DE BRILL]
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A752,TIFO POR RICKETTSIA TYPHI
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A753,TIFO POR RICKETTSIA TSUTSUGAMUCHI
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A759,TIFO NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A77,FEBRE MACULOSA [RICKETTSIOSES TRANSMITIDAS POR CARRAPATOS]
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A770,FEBRE MACULOSA POR RICKETTSIA RICHETTSII
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A771,FEBRE MACULOSA POR RICKETTSIA CONORII
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A772,FEBRE MACULOSA DEVIDA A RICKETTSIA SIBERICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A773,FEBRE MACULOSA DEVIDA A RICKETTSIA AUSTRALIS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A778,OUTRAS FEBRES MACULOSAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A779,FEBRE MACULOSA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A78,FEBRE Q
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A79,OUTRAS RICKETTSIOSES
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A790,FEBRE DAS TRINCHEIRAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A791,RICKETTSIOSE VARICELIFORME DEVIDA A RICKETTSIA AKARI
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A798,OUTROS TIPOS DE RICKETTSIOSES ESPECIFICADAS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A799,RICKETTSIOSE NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A80,POLIOMIELITE AGUDA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A800,"POLIOMIELITE PARALITICA AGUDA, ASSOCIADA AO VIRUS VACINAL"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A801,"POLIOMIELITE PARALITICA AGUDA, VIRUS SELVAGEM IMPORTADO"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A802,"POLIOMIELITE PARALITICA AGUDA, VIRUS SELVAGEM INDIGENA"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A803,"POLIOMIELITES PARALITICAS AGUDAS, OUTRAS E NE"
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A804,POLIOMIELITE AGUDA NAO-PARALITICA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A809,POLIOMIELITE AGUDA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A81,INFECCOES POR VIRUS LENTOS DO SISTEMA NERVOSO CENTRAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A810,DOENCA DE CREUTZFELDT-JAKOB
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A811,PANENCEFALITE ESCLEROSANTE SUBAGUDA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A812,LEUCOENCEFALOPATIA MULTIFOCAL PROGRESSIVA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A818,OUTRAS INFECCOES POR VIRUS LENTOS DO SISTEMA NERVOSO CENTRAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A819,INFECCAO NE DO SISTEMA NERVOSOS CENTRAL POR VIRUS LENTOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A82,RAIVA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A820,RAIVA SILVESTRE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A821,RAIVA URBANA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A829,RAIVA NE
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A83,ENCEFALITE POR VIRUS TRANSMITIDOS POR MOSQUITOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A830,ENCEFALITE JAPONESA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A831,ENCEFALITE EQAINA OCIDENTAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A832,ENCEFALITE EQAINA ORIENTAL
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A833,ENCEFALITE DE ST. LOUIS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A834,ENCEFALITE AUSTRALIANA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A835,ENCEFALITE DA CALIFORNIA
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A836,DOENCA PELO VIRUS DE ROCIO
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A838,OUTRAS ENCEFALITES POR VIRUS TRANSMITIDAS POR MOSQUITOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A839,ENCEFALITE NE POR VIRUS TRANSMITIDA POR MOSQUITOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A84,ENCEFALITE POR VIRUS TRANSMITIDO POR CARRAPATOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A840,ENCEFALITE DA TAIGA [ENCEFALITE VERNOESTIVAL RUSSA]
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A841,ENCEFALITE DA EUROPA CENTRAL TRANSMITIDA POR CARRAPATOS
1,ALGUMAS DOENCAS INFECCIOSAS E PARASITARIAS (A00-B99),A848,OUTRAS ENCEFALITES POR VIRUS TRANSMITIDAS POR CARRAPATOS
