cid_id,cid_10,descritor_cid
453,A981,FEBRE HEMORRAGICA DE OMSK
454,A982,DOENCA DA FLORESTA DE KYASANUR
455,A983,DOENCA DE MARBURG
456,A984,DOENCA PELO VIRUS EBOLA
457,A985,FEBRE HEMORRAGICA COM SINDROME RENAL
458,A988,OUTRAS FEBRES HEMORRAGICAS ESPECIFICADAS POR VIRUS
459,A99,FEBRES HEMORRAGICAS VIRAIS NAO ESPECIFICADAS
460,B00,INFECCOES PELO VIRUS DO HERPES [HERPES SIMPLES]
461,B000,ECZEMA HERPETICO
462,B001,DERMATITE VESICULAR DEVIDO AO VIRUS DO HERPES
463,B002,GENGIVOESTOMATITE E FARINGOAMIGDALITE DEVIDA AO VIRUS DO HERPES
464,B003,MENINGITE DEVIDA AO VIRUS DO HERPES
465,B004,ENCEFALITE DEVIDA AO VIRUS DO HERPES
466,B005,AFECCOES OCULARES DEVIDAS AO VIRUS DO HERPES
467,B007,DOENCA DISSEMINADA DEVIDA AO VIRUS DO HERPES
468,B008,OUTRAS FORMAS DE INFECCAO DEVIDA AO VIRUS DO HERPES
469,B009,INFECCAO NE DEVIDA AO VIRUS DO HERPES
470,B01,VARICELA
471,B010,MENINGITE POR VARICELA
472,B011,ENCEFALITE POR VARICELA
473,B012,PNEUMOPATIA VARICELOSA
474,B018,VARICELA COM OUTRAS COMPLICACOES
475,B019,VARICELA SEM COMPLICACAO
476,B02,HERPES ZOSTER [ZONA]
477,B020,ENCEFALITE PELO VIRUS DO HERPES ZOSTER
478,B021,MENINGITE PELO VIRUS DO HERPES ZOSTER
479,B022,HERPES ZOSTER ACOMPANHADO DE OUTRAS MANIFESTACOES NEUROLOGICAS
480,B023,HERPES ZOSTER OFTALMICO
481,B027,HERPES ZOSTER DISSEMINADO
482,B028,HERPES ZOSTER COM OUTRAS COMPLICACOES
483,B029,HERPES ZOSTER SEM COMPLICACAO
484,B03,VARIOLA
485,B04,VARIOLA DOS MACACOS [MONKEYPOX]
486,B05,SARAMPO
487,B050,SARAMPO COMPLICADO POR ENCEFALITE
488,B051,SARAMPO COMPLICADO POR MENINGITE
489,B052,SARAMPO COMPLICADO POR PNEUMONIA
490,B053,SARAMPO COMPLICADO POR OTITE MEDIA
491,B054,SARAMPO COM COMPLICACOES INTESTINAIS
492,B058,SARAMPO COM OUTRAS COMPLICACOES
493,B059,SARAMPO SEM COMPLICACAO
494,B06,RUBEOLA
495,B060,RUBEOLA COM COMPLICACOES NEUROLOGICAS
496,B068,RUBEOLA COM OUTRAS COMPLICACOES
497,B069,RUBEOLA SEM COMPLICACAO
498,B07,VERRUGAS DE ORIGEM VIRAL
499,B08,OUTRAS INFECCOES VIRAIS CARACTERIZADAS POR LESOES DA PELE E DAS MEMBRANAS MUCO
500,B080,OUTRAS INFECCOES POR ORTOPOXVIRUS
501,B081,MOLUSCO CONTAGIOSO
502,B082,EXANTEMA SUBITO [SEXTA DOENCA]
503,B083,ERITEMA INFECCIOSO [QUINTA DOENCA]
504,B084,ESTOMATITE VESICULAR DEVIDA A ENTEROVIRUS COM EXANTEMA
505,B085,FARINGITE VESICULAR DEVIDA A ENTEROVIRUS
506,B088,OUTRAS INFECCOES VIRAIS ESPECIFICADAS CARACTERIZADAS POR LESOES DE PELE E DAS ME
507,B09,INFECCAO VIRAL NAO ESPECIFICADA CARACTERIZADA POR LESOES DA PELE E MEMBRANAS M
508,B15,HEPATITE AGUDA A
509,B150,HEPATITE A COM COMA HEPATICO
510,B159,HEPATITE A SEM COMA HEPATICO
511,B16,HEPATITE AGUDA B
512,B160,"HEPATITE AGUDA B COM AGENTE DELTA (CO-INFECCAO), COM COMA HEPATICO"
513,B161,"HEPATITE AGUDA B COM AGENTE DELTA, (CO-INFECCAO), SEM COMA HEPATICO"
514,B162,"HEPATITE AGUDA B SEM AGENTE DELTA, COM COMA HEPATICO"
515,B169,HEPATITE AGUDA B SEM AGENTE DELTA E SEM COMA HEPATICO
516,B17,OUTRAS HEPATITES VIRAIS AGUDAS
517,B170,(SUPER)INFECCAO DELTA AGUDA DE PORTADOR DE HEPATITE B
518,B171,HEPATITE AGUDA C
519,B172,HEPATITE AGUDA E
520,B178,OUTRAS HEPATITES VIRAIS AGUDAS ESPECIFICADAS
521,B18,HEPATITE VIRAL CRONICA
522,B180,HEPATITE VIRAL CRONICA B COM AGENTE DELTA
523,B181,HEPATITE CRONICA VIRAL B SEM AGENTE DELTA
524,B182,HEPATITE VIRAL CRONICA C
525,B188,OUTRAS HEPATITES CRONICAS VIRAIS
526,B189,HEPATITE VIRAL CRONICA NE
527,B19,HEPATITE VIRAL NAO ESPECIFICADA
528,B190,"HEPATITE VIRAL, NE, COM COMA"
529,B199,"HEPATITE VIRAL, NE, SEM COMA"
530,B20,"DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV], RESULTANDO EM DOENCAS INFECCIOSAS E PARASITARIAS"
531,B200,DOENCA PELO HIV RESULTANDO EM INFECCOES MICOBACTERIANAS
532,B201,DOENCA PELO HIV RESULTANDO EM OUTRAS INFECCOES BACTERIANAS
533,B202,DOENCA PELO HIV RESULTANDO EM DOENCA CITOMEGALICA
534,B203,DOENCA PELO HIV RESULTANDO EM OUTRAS INFECCOES VIRAIS
535,B204,DOENCA PELO HIV RESULTANDO EM CANDIDIASE
536,B205,DOENCA PELO HIV RESULTANDO EM OUTRAS MICOSES
537,B206,DOENCA PELO HIV RESULTANDO EM PNEUMONIA POR PNEUMOCYSTIS CARINII
538,B207,DOENCA PELO HIV RESULTANDO EM INFECCOES MULTIPLAS
539,B208,DOENCA PELO HIV RESULTANDO EM OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS
540,B209,DOENCA PELO HIV RESULTANDO EM DOENCA INFECCIOSA OU PARASITARIA NE
541,B21,"DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV], RESULTANDO EM NEOPLASIAS M"
542,B210,DOENCA PELO HIV RESULTANDO EM SARCOMA DE KAPOSI
543,B211,DOENCA PELO HIV RESULTANDO EM LINFOMA DE BURKITT
544,B212,DOENCA PELO HIV RESULTANDO EM OUTROS TIPOS DE LINFOMA NAO-HODGKIN
545,B213,"DOENCA PELO HIV RESULTANDO EM OUTRAS NEOPLASIAS MALIGNAS DOS TECIDOS LINFATICO,"
546,B217,DOENCA PELO HIV RESULTANDO EM MULTIPLAS NEOPLASIAS MALIGNAS
547,B218,DOENCA PELO HIV RESULTANDO EM OUTRAS NEOPLASIAS MALIGNAS
548,B219,DOENCA PELO HIV RESULTANDO EM NEOPLASIA MALIGNA NE
549,B22,DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] RESULTANDO EM OUTRAS DOENCA
550,B220,DOENCA PELO HIV RESULTANDO EM ENCEFALOPATIA
551,B221,DOENCA PELO HIV RESULTANDO EM PNEUMONITE INTERSTICIAL LINFATICA
552,B222,DOENCA PELO HIV RESULTANDO EM SINDROME DE EMACIACAO
553,B227,DOENCA PELO HIV RESULTANDO EM DOENCAS MULTIPLAS CLASSIFS. EM OUTRA PARTE
554,B23,DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] RESULTANDO EM OUTRAS DOENCA
555,B230,SINDROME DE INFECCAO AGUDA PELO HIV
556,B231,DOENCA PELO HIV RESULTANDO EM LINFADENOPATIAS GENERALIZADAS (PERSISTENTES)
557,B232,DOENCA PELO HIV RESULTANDO EM ANOMALIAS HEMATOLOGICAS E IMUNOLOGICASNAO CLASS. EM
558,B238,DOENCA PELO HIV RESULTANDO EM OUTRA AFECCOES ESPECIFICADAS
559,B24,DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] NAO ESPECIFICADA
560,B25,DOENCA POR CITOMEGALOVIRUS
561,B250,PNEUMONITE POR CITOMEGALOVIRUS)
562,B251,HEPATITE POR CITOMEGALOVIRUS
563,B252,PANCREATITE POR CITOMEGALOVIRUS
564,B258,OUTRAS DOENCAS POR CITOMEGALOVIRUS
565,B259,DOENCA NE POR CITOMEGALOVIRUS
566,B26,CAXUMBA [PAROTIDITE EPIDEMICA]
567,B260,ORQUITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
568,B261,MENINGITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
569,B262,ENCEFALITE POR CAXUMBA [PAROTIDITE EPIDEMICA])
570,B263,PANCREATITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
571,B268,CAXUMBA [PAROTIDITE EPIDEMICA] COM OUTRAS COMPLICACOES
572,B269,CAXUMBA [PAROTIDITE EPIDEMICA] SEM COMPLICACOES
573,B27,MONONUCLEOSE INFECCIOSA
574,B270,MONONUCLEOSE PELO VIRUS HERPES GAMA
575,B271,MONONUCLEOSE POR CITOMEGALOVIRUS
576,B278,OUTRAS MONUCLEOSES INFECCIOSAS
577,B279,MONONUCLEOSE INFECCIOSA NE
578,B30,CONJUNTIVITE VIRAL
579,B300,CERATOCONJUNTIVITE DEVIDA A ADENOVIRUS
580,B301,CONJUNTIVITE DEVIDA A ADENOVIRUS
581,B302,FARINGOCONJUNTIVITE VIRAL
582,B303,CONJUNTIVITE HEMORRAGICA AGUDA ENDEMICA (POR ENTEROVIRUS)
583,B308,OUTRAS CONJUNTIVITES VIRAIS
584,B309,CONJUNTIVITE VIRAL NE
585,B33,OUTRAS DOENCAS POR VIRUS NAO CLASSIFICADA EM OUTRA PARTE
586,B330,MIALGIA EPIDEMICA
587,B331,DOENCA DE ROSS RIVER
588,B332,CARDITE VIRAL
589,B333,INFECCAO POR RETROVIRUS NAO CLASS. EM OUTRA PARTE
590,B334,SINDROME (CARDIO)-PULMONAR POR HANTAVIRUS [SPH] [SCPH] (J17.1*)
591,B338,OUTRAS DOENCAS ESPECIFICADAS POR VIRUS
592,B34,"DOENCAS POR VIRUS, DE LOCALIZACAO NAO ESPECIFICADA"
593,B340,"INFECCAO POR ADENOVIRUS, NE"
594,B341,"INFECCAO POR ENTEROVIRUS, NE"
595,B342,"INFECCAO POR CORONAVIRUS, NE"
596,B343,"INFECCAO POR PARVOVIRUS, NE"
597,B344,"INFECCAO POR PAPOVAVIRUS, NE"
598,B348,OUTRAS INFECCOES POR VIRUS DE LOCALIZACAO NE
599,B349,INFECCAO VIRAL NE
600,B35,DERMATOFITOSE
601,B350,TINHA DA BARBA E DO COURO CABELUDO
602,B351,TINHA DAS UNHAS
603,B352,TINHA DA MAO
604,B353,TINHA DOS PES
605,B354,TINHA DO CORPO
606,B355,TINHA IMBRICADA
607,B356,TINEA CRURIS
608,B358,OUTRAS DERMATOFITOSES
609,B359,DERMATOFITOSE NAO  ESPEC.
610,B36,OUTRAS MICOSES SUPERFICIAIS
611,B360,PITIRIASE VERSICOLOR
612,B361,TINHA NEGRA
613,B362,PIEDRA BRANCA
614,B363,PIEDRA NEGRA
615,B368,OUTRAS MICOSES SUPERFICIAIS ESPECIFICADAS
616,B369,MICOSE SUPERFICIAL NE
617,B37,CANDIDIASE
618,B370,ESTOMATITE POR CANDIDA
619,B371,CANDIDIASE PULMONAR
620,B372,CANDIDIASE DA PELE E DAS UNHAS
621,B373,CANDIDIASE DA VULVA E DA VAGINA
622,B374,CANDIDIASE DE OUTRAS LOCALIZACOES UROGENITAIS
623,B375,MENINGITE POR CANDIDA
624,B376,ENDOCARDITE POR CANDIDA
625,B377,SEPTICEMIA POR CANDIDA
626,B378,CANDIDIASE DE OUTRAS LOCALIZACOES
627,B379,CANDIDIASE NE
628,B38,COCCIDIOIDOMICOSE
629,B380,COCCIDIOIDOMICOSE PULMONAR AGUDA
630,B381,COCCIDIOIDOMICOSE PULMONAR CRONICA
631,B382,COCCIDIOIDOMICOSE PULMONAR NE
632,B383,COCCIDIOIDOMICOSE CUTANEA
633,B384,MENINGITE POR COCCIDIOIDOMICOSE
634,B387,COCCIDIOIDOMICOSE DISSEMINADA
635,B388,OUTRAS FORMAS DE COCCIDIOIDOMICOSE
636,B389,COCCIDIOIDOMICOSE NE
637,B39,HISTOPLASMOSE
638,B390,HISTOPLASMOSE PULMONAR AGUDA POR HISTOPLASMA CAPSULATUM
639,B391,HISTOPLASMOSE PULMONAR CRONICA POR HISTOPLASMA CAPSULATUM
640,B392,HISTOPLASMOSE PULMONAR NE POR HISTOPLASMA CAPSULATUM
641,B393,HISTOPLASMOSE DISSEMINADA POR HISTOPLASMA CAPSULATUM
642,B394,HISTOPLASMOSE NE POR HISTOPLASMA CAPSULATUM
643,B395,HISTOPLASMOSE POR HISTOPLASMA DUBOISII
644,B399,HISTOPLASMOSE NE
645,B40,BLASTOMICOSE
646,B400,BLASTOMICOSE PULMONAR AGUDA
647,B401,BLASTOMICOSE PULMONAR CRONICA
648,B402,BLASTOMICOSE PULMONAR NE
649,B403,BLASTOMICOSE CUTANEA
650,B407,BLASTOMICOSE DISSEMINADA
651,B408,OUTRAS FORMAS DE BLASTOMICOSE
652,B409,BLASTOMICOSE NE
653,B41,PARACOCCIDIOIDOMICOSE
654,B410,PARACOCCIDIOIDOMICOSE PULMONAR
655,B417,PARACOCCIDIOIDOMICOSE DISSEMINADA
656,B418,OUTRAS FORMAS DE PARACOCCIDIOIDOMICOSE
657,B419,PARACOCCIDIOIDOMICOSE NE
658,B42,ESPOROTRICOSE
659,B420,ESPOROTRICOSE PULMONAR
660,B421,ESPOROTRICOSE LINFOCUTANEA
661,B427,ESPOROTRICOSE DISSEMINADA
662,B428,OUTRAS FORMAS DE ESPOROTRICOSE
663,B429,ESPOROTRICOSE NE
664,B43,CROMOMICOSE E ABSCESSO FEOMICOTICO
665,B430,CROMOMICOSE CUTANEA
666,B431,ABSCESSO CEREBRAL FEOMICOTICO
667,B432,ABSCESSO E CISTO FEOMICOTICO SUBCUTANEOS
668,B438,OUTRAS FORMAS DE CROMOMICOSE
669,B439,CROMOMICOSE NE
670,B44,ASPERGILOSE
671,B440,ASPERGILOSE PULMONAR INVASIVA
672,B441,OUTRAS ASPERGILOSES PULMONARES
673,B442,ASPERGILOSE AMIGDALIANA
674,B447,ASPERGILOSE DISSEMINADA
675,B448,OUTRAS FORMAS DE ASPERGILOSE
676,B449,ASPERGILOSE NE
677,B45,CRIPTOCOCOSE
678,B450,CRIPTOCOCOSE PULMONAR
679,B451,CRIPTOCOCOSE CEREBRAL
680,B452,CRIPTOCOCOSE CUTANEA
681,B453,CRIPTOCOCOSE OSSEA
682,B457,CRIPTOCOCOSE DISSEMINADA
683,B458,OUTRAS FORMAS DE CRIPTOCOCOSE
684,B459,CRIPTOCOCOSE NE
685,B46,ZIGOMICOSE
686,B460,MUCORMICOSE PULMONAR
687,B461,MUCORMICOSE RINOCEREBRAL
688,B462,MUCORMICOSE GASTROINTESTINAL
689,B463,MUCORMICOSE CUTANEA
690,B464,MUCORMICOSE DISSEMINADA
691,B465,MUCORMICOSE NE
692,B468,OUTRAS ZIGOMICOSES
693,B469,ZIGOMICOSE NE
694,B47,MICETOMA
695,B470,EUMICETOMA
696,B471,ACTINOMICETOMA
697,B479,MICETOMA NE
698,B48,"OUTRAS MICOSES, NAO CLASSIFICADAS EM OUTRA PARTE"
699,B480,LOBOMICOSE
700,B481,RINOSPORIDIOSE
701,B482,ALESQUERIOSE
702,B483,GEOTRICOSE
703,B484,PENICILOSE
704,B487,MICOSES OPORTUNISTAS
705,B488,OUTRAS MICOSES ESPECIFICADAS
706,B49,MICOSE NAO ESPECIFICADA
707,B50,MALARIA POR PLASMODIUM FALCIPARUM
708,B500,MALARIA POR PLASMODIUM FALCIPARUM COM COMPLICACOES CEREBRAIS
709,B501,OUTRAS FORMAS GRAVES E COMPLICADAS DE MALARIA POR PLASMODIUM FALCIPARUM
710,B508,OUTRAS FORMAS GRAVES E COMPLICADAS DE MALARIA POR PLASMODIUM FALCIPARUM
711,B509,MALARIA NE POR PLASMODIUM FALCIPARUM
712,B51,MALARIA POR PLASMODIUM VIVAX
713,B510,MALARIA POR PLASMODIUM VIVAX COM ROTURA DO BACO
714,B518,MALARIA POR PLASMODIUM VIVAX COM OUTRAS COMPLICACOES
715,B519,MALARIA POR PLASMODIUM VIVAX SEM COMPLICACOES
716,B52,MALARIA POR PLASMODIUM MALARIAE
717,B520,MALARIA POR PLASMODIUM MALARIAE COM NEFROPATIA
718,B528,MALARIA POR PLASMODIUM MALARIAE COM OUTRAS COMPLICACOES
719,B529,MALARIA POR PLASMODIUM MALARIAE SEM COMPLICACOES
720,B53,OUTRAS FORMAS DE MALARIA CONFIRMADAS POR EXAMES PARASITOLOGICOS
721,B530,MALARIA POR PLASMODIUM OVALE
722,B531,MALARIA POR PLASMODIOS DE MACACOS
723,B538,"OUTRAS FORMAS DE MALARIAS COM CONFIRMACAO PARASITOLOGICA, NAO CLASS. EM OUTRA PART"
724,B54,MALARIA NAO ESPECIFICADA
725,B55,LEISHMANIOSE
726,B550,LEISHMANIOSE VISCERAL
727,B551,LEISHMANIOSE CUTANEA
728,B552,LEISHMANIOSE CUTANEO-MUCOSA
729,B559,LEISHMANIOSE NE
730,B56,TRIPANOSSOMIASE AFRICANA
731,B560,TRIPANOSSOMIASE POR TRYPANOSOMA GAMBIENSE
732,B561,TRIPANOSSOMIASE POR TRYPANOSOMA RHODESIENSE
733,B569,TRIPANOSSOMIASE AFRICANA NE
734,B57,DOENCA DE CHAGAS
735,B570,"FORMA AGUDA DA DOENCA DE CHAGAS, COM COMPROMETIMENTO CARDIACO"
736,B571,"FORMA AGUDA DA DOENCA DE CHAGAS, SEM COMPROMETIMENTO CARDIACO"
737,B572,DOENCA DE CHAGAS (CRONICA)
738,B573,DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DO APARELHO DIGESTIVO
739,B574,DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DO SISTEMA NERVOSO
740,B575,DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DE OUTROS ORGAOS
741,B58,TOXOPLASMOSE
742,B580,OCULOPATIA POR TOXOPLASMA
743,B581,HEPATITE POR TOXOPLASMA
744,B582,MENINGOENCEFALITE POR TOXOPLASMA
745,B583,TOXOPLASMOSE PULMONAR
746,B588,TOXOPLASMOSE COM COMPROMETIMENTO DE OUTROS ORGAOS
747,B589,TOXOPLASMOSE NE
748,B59,PNEUMOCISTOSE
749,B60,"OUTRAS DOENCAS DEVIDAS A PROTOZOARIOS, NAO CLASSIFICADAS EM OUTRA PARTE"
750,B600,BABESIOSE
751,B601,ACANTAMEBIASE
752,B602,NAEGLERIASE
753,B608,OUTRAS DOENCAS ESPECIFICADAS DEVIDAS A PROTOZOARIOS
754,B64,DOENCA NAO ESPECIFICADA DEVIDA A PROTOZOARIOS
755,B65,ESQUISTOSSOMOSE [BILHARZIOSE] [SCHISTOSOMIASE]
756,B650,ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA HAEMATOBIUM [ESQUISTOSSOMOSE URINARIA]
757,B651,ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA MANSONI [ESQUISTOSSOMOSE INTESTINAL]
758,B652,ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA JAPONICUM
759,B653,DERMATITE PARA CERCARIAS
760,B656,DERMATITE POR CERCARIAS
761,B658,OUTRAS ESQUISTOSSOMOSES
762,B659,ESQUISTOSSOMOSE NE
763,B66,OUTRAS INFESTACOES POR TREMATODEOS
764,B660,OPISTORQUIASE
765,B661,CLONORQUIASE
766,B662,DICROCELIASE
767,B663,FASCIOLIASE
768,B664,PARAGONIMIASE
769,B665,FASCIOLOPSIASE
770,B668,OUTRAS INFESTACOES POR TREMATODEOS ESPECIFICADOS
771,B669,INFECCAO NE POR TREMATODEO
772,B67,EQUINOCOCOSE
773,B670,INFESTACAO HEPATICA POR ECHINOCOCCUS GRANULOSUS
774,B671,INFESTACAO PULMONAR POR ECHINOCOCCUS GRANULOSUS
775,B672,INFESTACAO OSSEA POR ECHINOCOCCUS GRANULOSUS
776,B673,"INFESTACOES POR ECHINMOCOCCUS GRANULOSUS, OUTRAS E DE LOCALIZACOES MULTIPLAS"
777,B674,INFESTACAO NE POR ECHINOCOCCUS GRANULOSUS
778,B675,INFESTACAO HEPATICA POR ECHINOCOCCUS MULTILOCULARIS
779,B676,"INFECCOES POR ECHINOCOCCUS MULTILOCULARIS, OUTRAS E DE LOCALIZACOES MULTIPLAS"
780,B677,INFESTACAO NE POR ECHINOCOCCUS MULTILOCULARIS
781,B678,"INFESTACAO HEPATICA NE, POR ECHINOCOCCUS"
782,B679,"INFESTACOES POR ECHINOCOCCUS, OUTRAS E AS NE"
783,B68,INFESTACAO POR TAENIA
784,B680,INFESTACAO POR TAENIA SOLIUM
785,B681,INFESTACAO POR TAENIA SAGINATA
786,B689,INFESTACAO NE POR TAENIA
787,B69,CISTICERCOSE
788,B690,CISTICERCOSE DO SISTEMA NERVOSO CENTRAL
789,B691,CISTICERCOSE DO OLHO
790,B698,CISTICERCOSE DE OUTRAS LOCALIZACOES
791,B699,CISTICERCOSE NE
792,B70,DIFILOBOTRIASE E ESPARGANOSE
793,B700,DIFILOBOTRIASE
794,B701,ESPARGANOSE
795,B71,OUTRAS INFESTACOES POR CESTOIDES
796,B710,INFESTACAO POR HYMENOLEPIS
797,B711,INFESTACAO POR DIPYLIDIUM
798,B718,OUTRAS INFESTACOES ESPECIFICADAS POR CESTOIDES
799,B719,INFESTACAO NE POR CESTOIDES
800,B72,DRACONTIASE
801,B73,ONCOCERCOSE
802,B74,FILARIOSE
803,B740,FILARIOSE POR WUCHERERIA BANCROFTI
804,B741,FILARIOSE POR BRUGIA MALAYI
805,B742,FILARIOSE POR BRUGIA TIMORI
806,B743,LOAIASE
807,B744,MANSONELOSE
808,B748,OUTRAS FILARIOSES
809,B749,FILARIOSE NE
810,B75,TRIQUINOSE
811,B76,ANCILOSTOMIASE
812,B760,ANCILOSTOMOSE
813,B761,NECATORIASE
814,B768,OUTRAS ANCILOSTOMIASES
815,B769,ANCILOSTOMIASE NE
816,B77,ASCARIDIASE
817,B770,ASCARIDIASE COM COMPLICACOES INTESTINAIS
818,B778,ASCARIDIASE COM OUTRAS COMPLICACOES
819,B779,ASCARIDIASE NE
820,B78,ESTRONGILOIDIASE
821,B780,ESTRONGILOIDIASE INTESTINAL
822,B781,ESTRONGILOIDIASE CUTANEA
823,B787,ESTRONGILOIDIASE DISSEMINADA
824,B789,ESTRONGILOIDIASE NE
825,B79,TRICURIASE
826,B80,OXIURIASE
827,B81,"OUTRAS HELMINTIASES INTESTINAIS, NAO CLASSIFICADAS EM OUTRA PARTE"
828,B810,ANISAQUIASE
829,B811,CAPILARIASE INTESTINAL
830,B812,TRICOSTRONGILOSE
831,B813,ANGIOSTRONGILOIDOSE INTESTINAL
832,B814,HELMINTIASES INTESTINAIS MISTAS
833,B818,OUTRAS HELMINTIASES INTESTINAIS ESPECIFICADAS
834,B82,PARASITOSE INTESTINAL NAO ESPECIFICADA
835,B820,HELMINTIASE INTESTINAL NE
836,B829,PARASITOSE INTESTINAL NE
837,B83,OUTRAS HELMINTIASES
838,B830,LARVA MIGRANS VISCERAL
839,B831,GNATOSTOMIASE
840,B832,ANGROSTRONGILOIDOSE DEVIDA A PARASTRONGYLUS CANTONENSIS
841,B833,SINGAMOSE
842,B834,HIRUDINIASE INTERNA
843,B838,OUTRAS HELMINTIASES ESPECIFICADAS
844,B839,HELMINTIASE NE
845,B85,PEDICULOSE E FTIRIASE
846,B850,PEDICULOSE DEVIDA A PEDICULUS HUMANUS CAPITIS
847,B851,PEDICULOSE DEVIDA A PEDICULUS HUMANUS CORPORIS
848,B852,PEDICULOSE NE
849,B853,FTIRIASE
850,B854,PEDICULOSE E FTIRIASE MISTA
851,B86,ESCABIOSE [SARNA]
852,B87,MIIASE
853,B870,MIIASE CUTANEA
854,B871,MIIASE DAS FERIDAS
855,B872,MIIASE OCULAR
856,B873,MIIASE NASOFARINGEA
857,B874,MIIASE AURICULAR
858,B878,MIIASE DE OUTRAS LOCALIZACOES
859,B879,MIIASE NE
860,B88,OUTRAS INFESTACOES
861,B880,OUTRAS ACARIASES
862,B881,TUNGIASE [INFESTACAO PELA PULGA DA AREIA]
863,B882,OUTRAS INFESTACOES POR ARTROPODOS
864,B883,HIRUDINIASE EXTERNA
865,B888,OUTRAS INFESTACOES ESPECIFICADAS
866,B889,INFESTACAO NE
867,B89,DOENCA PARASITARIA NAO ESPECIFICADA
868,B90,SEQUELAS DE TUBERCULOSE
869,B900,SEQUELAS DE TUBERCULOSE DO SISTEMA NERVOSO CENTRAL
870,B901,SEQUELAS DE TUBERCULOSE GENITURINARIA
871,B902,SEQUELAS DE TUBERCULOSE OSSEA E DAS ARTICULACOES
872,B908,SEQUELAS DE TUBERCULOSE DE OUTROS ORGAOS
873,B909,SEQUELAS DE TUBERCULOSE DAS VIAS RESPIRATORIAS E DE ORGAOS NE
874,B91,SEQUELAS DE POLIOMIELITE
875,B92,SEQUELAS DE HANSENIASE [LEPRA]
876,B94,SEQUELAS DE OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS E DAS NAO ESPECIFICADAS
877,B940,SEQUELAS DE TRACOMA
878,B941,SEQUELAS DE ENCEFALITE VIRAL
879,B942,SEQUELAS DE HEPATITE VIRAL
880,B948,SEQUELAS DE OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS ESPECIFICADAS
881,B949,SEQUELAS DE DOENCA INFECCIOSA OU PARASITARIA NE
882,B95,ESTREPTOCOCOS E ESTAFILOCOCOS COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CA
883,B950,"ESTREPTOCOCO DO GRUPO A, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
884,B951,"ESTREPTOCOCO DO GRUPO B, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
885,B952,"ESTREPTOCOCO DO GRUPO D, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
886,B953,"STREPTOCOCCUS PNEUMONIAE, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
887,B954,"OUTROS ESTREPTOCOCOS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
888,B955,"ESTREPTOCOCO NE, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
889,B956,"STAPHYLOCOCCUS AUREUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
890,B957,OUTROS ESTAFILOCOCOS COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS
891,B958,"ESTAFILOCOCO NE, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
892,B96,"OUTROS AGENTES BACTERIANOS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPI"
893,B960,"MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS"
894,B961,"KLEBSIELLA PNEUMONIAE [M. PNEUMONIAE], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS"
895,B962,"ESCHERICHIA COLI [E. COLI], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
896,B963,"HAEMOPHILUS INFLUENZAE [H. INFLUENZAE], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTRO"
897,B964,"PROTEUS (MIRABILIS) (MORGANII), COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITU"
898,B965,"PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI), COMO CAUSA DE DOENCAS CLASSIFS"
899,B966,"BACILLUS FRAGILIS [B. FRAGILIS], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPIT"
