cid_10,descritor_cid
B05,SARAMPO
B050,SARAMPO COMPLICADO POR ENCEFALITE
B051,SARAMPO COMPLICADO POR MENINGITE
B052,SARAMPO COMPLICADO POR PNEUMONIA
B053,SARAMPO COMPLICADO POR OTITE MEDIA
B054,SARAMPO COM COMPLICACOES INTESTINAIS
B058,SARAMPO COM OUTRAS COMPLICACOES
B059,SARAMPO SEM COMPLICACAO
B06,RUBEOLA
B060,RUBEOLA COM COMPLICACOES NEUROLOGICAS
B068,RUBEOLA COM OUTRAS COMPLICACOES
B069,RUBEOLA SEM COMPLICACAO
B07,VERRUGAS DE ORIGEM VIRAL
B08,OUTRAS INFECCOES VIRAIS CARACTERIZADAS POR LESOES DA PELE E DAS MEMBRANAS MUCO
B080,OUTRAS INFECCOES POR ORTOPOXVIRUS
B081,MOLUSCO CONTAGIOSO
B082,EXANTEMA SUBITO [SEXTA DOENCA]
B083,ERITEMA INFECCIOSO [QUINTA DOENCA]
B084,ESTOMATITE VESICULAR DEVIDA A ENTEROVIRUS COM EXANTEMA
B085,FARINGITE VESICULAR DEVIDA A ENTEROVIRUS
B088,OUTRAS INFECCOES VIRAIS ESPECIFICADAS CARACTERIZADAS POR LESOES DE PELE E DAS ME
B09,INFECCAO VIRAL NAO ESPECIFICADA CARACTERIZADA POR LESOES DA PELE E MEMBRANAS M
B15,HEPATITE AGUDA A
B150,HEPATITE A COM COMA HEPATICO
B159,HEPATITE A SEM COMA HEPATICO
B16,HEPATITE AGUDA B
B160,"HEPATITE AGUDA B COM AGENTE DELTA (CO-INFECCAO), COM COMA HEPATICO"
B161,"HEPATITE AGUDA B COM AGENTE DELTA, (CO-INFECCAO), SEM COMA HEPATICO"
B162,"HEPATITE AGUDA B SEM AGENTE DELTA, COM COMA HEPATICO"
B169,HEPATITE AGUDA B SEM AGENTE DELTA E SEM COMA HEPATICO
B17,OUTRAS HEPATITES VIRAIS AGUDAS
B170,(SUPER)INFECCAO DELTA AGUDA DE PORTADOR DE HEPATITE B
B171,HEPATITE AGUDA C
B172,HEPATITE AGUDA E
B178,OUTRAS HEPATITES VIRAIS AGUDAS ESPECIFICADAS
B18,HEPATITE VIRAL CRONICA
B180,HEPATITE VIRAL CRONICA B COM AGENTE DELTA
B181,HEPATITE CRONICA VIRAL B SEM AGENTE DELTA
B182,HEPATITE VIRAL CRONICA C
B188,OUTRAS HEPATITES CRONICAS VIRAIS
B189,HEPATITE VIRAL CRONICA NE
B19,HEPATITE VIRAL NAO ESPECIFICADA
B190,"HEPATITE VIRAL, NE, COM COMA"
B199,"HEPATITE VIRAL, NE, SEM COMA"
B20,"DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV], RESULTANDO EM DOENCAS INFECCIOSAS E PARASITARIAS"
B200,DOENCA PELO HIV RESULTANDO EM INFECCOES MICOBACTERIANAS
B201,DOENCA PELO HIV RESULTANDO EM OUTRAS INFECCOES BACTERIANAS
B202,DOENCA PELO HIV RESULTANDO EM DOENCA CITOMEGALICA
B203,DOENCA PELO HIV RESULTANDO EM OUTRAS INFECCOES VIRAIS
B204,DOENCA PELO HIV RESULTANDO EM CANDIDIASE
B205,DOENCA PELO HIV RESULTANDO EM OUTRAS MICOSES
B206,DOENCA PELO HIV RESULTANDO EM PNEUMONIA POR PNEUMOCYSTIS CARINII
B207,DOENCA PELO HIV RESULTANDO EM INFECCOES MULTIPLAS
B208,DOENCA PELO HIV RESULTANDO EM OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS
B209,DOENCA PELO HIV RESULTANDO EM DOENCA INFECCIOSA OU PARASITARIA NE
B21,"DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV], RESULTANDO EM NEOPLASIAS M"
B210,DOENCA PELO HIV RESULTANDO EM SARCOMA DE KAPOSI
B211,DOENCA PELO HIV RESULTANDO EM LINFOMA DE BURKITT
B212,DOENCA PELO HIV RESULTANDO EM OUTROS TIPOS DE LINFOMA NAO-HODGKIN
B213,"DOENCA PELO HIV RESULTANDO EM OUTRAS NEOPLASIAS MALIGNAS DOS TECIDOS LINFATICO,"
B217,DOENCA PELO HIV RESULTANDO EM MULTIPLAS NEOPLASIAS MALIGNAS
B218,DOENCA PELO HIV RESULTANDO EM OUTRAS NEOPLASIAS MALIGNAS
B219,DOENCA PELO HIV RESULTANDO EM NEOPLASIA MALIGNA NE
B22,DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] RESULTANDO EM OUTRAS DOENCA
B220,DOENCA PELO HIV RESULTANDO EM ENCEFALOPATIA
B221,DOENCA PELO HIV RESULTANDO EM PNEUMONITE INTERSTICIAL LINFATICA
B222,DOENCA PELO HIV RESULTANDO EM SINDROME DE EMACIACAO
B227,DOENCA PELO HIV RESULTANDO EM DOENCAS MULTIPLAS CLASSIFS. EM OUTRA PARTE
B23,DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] RESULTANDO EM OUTRAS DOENCA
B230,SINDROME DE INFECCAO AGUDA PELO HIV
B231,DOENCA PELO HIV RESULTANDO EM LINFADENOPATIAS GENERALIZADAS (PERSISTENTES)
B232,DOENCA PELO HIV RESULTANDO EM ANOMALIAS HEMATOLOGICAS E IMUNOLOGICASNAO CLASS. EM
B238,DOENCA PELO HIV RESULTANDO EM OUTRA AFECCOES ESPECIFICADAS
B24,DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] NAO ESPECIFICADA
B25,DOENCA POR CITOMEGALOVIRUS
B250,PNEUMONITE POR CITOMEGALOVIRUS)
B251,HEPATITE POR CITOMEGALOVIRUS
B252,PANCREATITE POR CITOMEGALOVIRUS
B258,OUTRAS DOENCAS POR CITOMEGALOVIRUS
B259,DOENCA NE POR CITOMEGALOVIRUS
B26,CAXUMBA [PAROTIDITE EPIDEMICA]
B260,ORQUITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
B261,MENINGITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
B262,ENCEFALITE POR CAXUMBA [PAROTIDITE EPIDEMICA])
B263,PANCREATITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
B268,CAXUMBA [PAROTIDITE EPIDEMICA] COM OUTRAS COMPLICACOES
B269,CAXUMBA [PAROTIDITE EPIDEMICA] SEM COMPLICACOES
B27,MONONUCLEOSE INFECCIOSA
B270,MONONUCLEOSE PELO VIRUS HERPES GAMA
B271,MONONUCLEOSE POR CITOMEGALOVIRUS
B278,OUTRAS MONUCLEOSES INFECCIOSAS
B279,MONONUCLEOSE INFECCIOSA NE
B30,CONJUNTIVITE VIRAL
B300,CERATOCONJUNTIVITE DEVIDA A ADENOVIRUS
B301,CONJUNTIVITE DEVIDA A ADENOVIRUS
B302,FARINGOCONJUNTIVITE VIRAL
B303,CONJUNTIVITE HEMORRAGICA AGUDA ENDEMICA (POR ENTEROVIRUS)
B308,OUTRAS CONJUNTIVITES VIRAIS
B309,CONJUNTIVITE VIRAL NE
B33,OUTRAS DOENCAS POR VIRUS NAO CLASSIFICADA EM OUTRA PARTE
B330,MIALGIA EPIDEMICA
B331,DOENCA DE ROSS RIVER
B332,CARDITE VIRAL
B333,INFECCAO POR RETROVIRUS NAO CLASS. EM OUTRA PARTE
B334,SINDROME (CARDIO)-PULMONAR POR HANTAVIRUS [SPH] [SCPH] (J17.1*)
B338,OUTRAS DOENCAS ESPECIFICADAS POR VIRUS
B34,"DOENCAS POR VIRUS, DE LOCALIZACAO NAO ESPECIFICADA"
B340,"INFECCAO POR ADENOVIRUS, NE"
B341,"INFECCAO POR ENTEROVIRUS, NE"
B342,"INFECCAO POR CORONAVIRUS, NE"
B343,"INFECCAO POR PARVOVIRUS, NE"
B344,"INFECCAO POR PAPOVAVIRUS, NE"
B348,OUTRAS INFECCOES POR VIRUS DE LOCALIZACAO NE
B349,INFECCAO VIRAL NE
B35,DERMATOFITOSE
B350,TINHA DA BARBA E DO COURO CABELUDO
B351,TINHA DAS UNHAS
B352,TINHA DA MAO
B353,TINHA DOS PES
B354,TINHA DO CORPO
B355,TINHA IMBRICADA
B356,TINEA CRURIS
B358,OUTRAS DERMATOFITOSES
B359,DERMATOFITOSE NAO  ESPEC.
B36,OUTRAS MICOSES SUPERFICIAIS
B360,PITIRIASE VERSICOLOR
B361,TINHA NEGRA
B362,PIEDRA BRANCA
B363,PIEDRA NEGRA
B368,OUTRAS MICOSES SUPERFICIAIS ESPECIFICADAS
B369,MICOSE SUPERFICIAL NE
B37,CANDIDIASE
B370,ESTOMATITE POR CANDIDA
B371,CANDIDIASE PULMONAR
B372,CANDIDIASE DA PELE E DAS UNHAS
B373,CANDIDIASE DA VULVA E DA VAGINA
B374,CANDIDIASE DE OUTRAS LOCALIZACOES UROGENITAIS
B375,MENINGITE POR CANDIDA
B376,ENDOCARDITE POR CANDIDA
B377,SEPTICEMIA POR CANDIDA
B378,CANDIDIASE DE OUTRAS LOCALIZACOES
B379,CANDIDIASE NE
B38,COCCIDIOIDOMICOSE
B380,COCCIDIOIDOMICOSE PULMONAR AGUDA
B381,COCCIDIOIDOMICOSE PULMONAR CRONICA
B382,COCCIDIOIDOMICOSE PULMONAR NE
B383,COCCIDIOIDOMICOSE CUTANEA
B384,MENINGITE POR COCCIDIOIDOMICOSE
B387,COCCIDIOIDOMICOSE DISSEMINADA
B388,OUTRAS FORMAS DE COCCIDIOIDOMICOSE
B389,COCCIDIOIDOMICOSE NE
B39,HISTOPLASMOSE
B390,HISTOPLASMOSE PULMONAR AGUDA POR HISTOPLASMA CAPSULATUM
B391,HISTOPLASMOSE PULMONAR CRONICA POR HISTOPLASMA CAPSULATUM
B392,HISTOPLASMOSE PULMONAR NE POR HISTOPLASMA CAPSULATUM
B393,HISTOPLASMOSE DISSEMINADA POR HISTOPLASMA CAPSULATUM
B394,HISTOPLASMOSE NE POR HISTOPLASMA CAPSULATUM
B395,HISTOPLASMOSE POR HISTOPLASMA DUBOISII
B399,HISTOPLASMOSE NE
B40,BLASTOMICOSE
B400,BLASTOMICOSE PULMONAR AGUDA
B401,BLASTOMICOSE PULMONAR CRONICA
B402,BLASTOMICOSE PULMONAR NE
B403,BLASTOMICOSE CUTANEA
B407,BLASTOMICOSE DISSEMINADA
B408,OUTRAS FORMAS DE BLASTOMICOSE
B409,BLASTOMICOSE NE
B41,PARACOCCIDIOIDOMICOSE
B410,PARACOCCIDIOIDOMICOSE PULMONAR
B417,PARACOCCIDIOIDOMICOSE DISSEMINADA
B418,OUTRAS FORMAS DE PARACOCCIDIOIDOMICOSE
B419,PARACOCCIDIOIDOMICOSE NE
B42,ESPOROTRICOSE
B420,ESPOROTRICOSE PULMONAR
B421,ESPOROTRICOSE LINFOCUTANEA
B427,ESPOROTRICOSE DISSEMINADA
B428,OUTRAS FORMAS DE ESPOROTRICOSE
B429,ESPOROTRICOSE NE
B43,CROMOMICOSE E ABSCESSO FEOMICOTICO
B430,CROMOMICOSE CUTANEA
B431,ABSCESSO CEREBRAL FEOMICOTICO
B432,ABSCESSO E CISTO FEOMICOTICO SUBCUTANEOS
B438,OUTRAS FORMAS DE CROMOMICOSE
B439,CROMOMICOSE NE
B44,ASPERGILOSE
B440,ASPERGILOSE PULMONAR INVASIVA
B441,OUTRAS ASPERGILOSES PULMONARES
B442,ASPERGILOSE AMIGDALIANA
B447,ASPERGILOSE DISSEMINADA
B448,OUTRAS FORMAS DE ASPERGILOSE
B449,ASPERGILOSE NE
B45,CRIPTOCOCOSE
B450,CRIPTOCOCOSE PULMONAR
B451,CRIPTOCOCOSE CEREBRAL
B452,CRIPTOCOCOSE CUTANEA
B453,CRIPTOCOCOSE OSSEA
B457,CRIPTOCOCOSE DISSEMINADA
B458,OUTRAS FORMAS DE CRIPTOCOCOSE
B459,CRIPTOCOCOSE NE
B46,ZIGOMICOSE
B460,MUCORMICOSE PULMONAR
B461,MUCORMICOSE RINOCEREBRAL
B462,MUCORMICOSE GASTROINTESTINAL
B463,MUCORMICOSE CUTANEA
B464,MUCORMICOSE DISSEMINADA
B465,MUCORMICOSE NE
B468,OUTRAS ZIGOMICOSES
B469,ZIGOMICOSE NE
B47,MICETOMA
B470,EUMICETOMA
B471,ACTINOMICETOMA
B479,MICETOMA NE
B48,"OUTRAS MICOSES, NAO CLASSIFICADAS EM OUTRA PARTE"
B480,LOBOMICOSE
B481,RINOSPORIDIOSE
B482,ALESQUERIOSE
B483,GEOTRICOSE
B484,PENICILOSE
B487,MICOSES OPORTUNISTAS
B488,OUTRAS MICOSES ESPECIFICADAS
B49,MICOSE NAO ESPECIFICADA
B50,MALARIA POR PLASMODIUM FALCIPARUM
B500,MALARIA POR PLASMODIUM FALCIPARUM COM COMPLICACOES CEREBRAIS
B501,OUTRAS FORMAS GRAVES E COMPLICADAS DE MALARIA POR PLASMODIUM FALCIPARUM
B508,OUTRAS FORMAS GRAVES E COMPLICADAS DE MALARIA POR PLASMODIUM FALCIPARUM
B509,MALARIA NE POR PLASMODIUM FALCIPARUM
B51,MALARIA POR PLASMODIUM VIVAX
B510,MALARIA POR PLASMODIUM VIVAX COM ROTURA DO BACO
B518,MALARIA POR PLASMODIUM VIVAX COM OUTRAS COMPLICACOES
B519,MALARIA POR PLASMODIUM VIVAX SEM COMPLICACOES
B52,MALARIA POR PLASMODIUM MALARIAE
B520,MALARIA POR PLASMODIUM MALARIAE COM NEFROPATIA
B528,MALARIA POR PLASMODIUM MALARIAE COM OUTRAS COMPLICACOES
B529,MALARIA POR PLASMODIUM MALARIAE SEM COMPLICACOES
B53,OUTRAS FORMAS DE MALARIA CONFIRMADAS POR EXAMES PARASITOLOGICOS
B530,MALARIA POR PLASMODIUM OVALE
B531,MALARIA POR PLASMODIOS DE MACACOS
B538,"OUTRAS FORMAS DE MALARIAS COM CONFIRMACAO PARASITOLOGICA, NAO CLASS. EM OUTRA PART"
B54,MALARIA NAO ESPECIFICADA
B55,LEISHMANIOSE
B550,LEISHMANIOSE VISCERAL
B551,LEISHMANIOSE CUTANEA
B552,LEISHMANIOSE CUTANEO-MUCOSA
B559,LEISHMANIOSE NE
B56,TRIPANOSSOMIASE AFRICANA
B560,TRIPANOSSOMIASE POR TRYPANOSOMA GAMBIENSE
B561,TRIPANOSSOMIASE POR TRYPANOSOMA RHODESIENSE
B569,TRIPANOSSOMIASE AFRICANA NE
B57,DOENCA DE CHAGAS
B570,"FORMA AGUDA DA DOENCA DE CHAGAS, COM COMPROMETIMENTO CARDIACO"
B571,"FORMA AGUDA DA DOENCA DE CHAGAS, SEM COMPROMETIMENTO CARDIACO"
B572,DOENCA DE CHAGAS (CRONICA)
B573,DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DO APARELHO DIGESTIVO
B574,DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DO SISTEMA NERVOSO
B575,DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DE OUTROS ORGAOS
B58,TOXOPLASMOSE
B580,OCULOPATIA POR TOXOPLASMA
B581,HEPATITE POR TOXOPLASMA
B582,MENINGOENCEFALITE POR TOXOPLASMA
B583,TOXOPLASMOSE PULMONAR
B588,TOXOPLASMOSE COM COMPROMETIMENTO DE OUTROS ORGAOS
B589,TOXOPLASMOSE NE
B59,PNEUMOCISTOSE
B60,"OUTRAS DOENCAS DEVIDAS A PROTOZOARIOS, NAO CLASSIFICADAS EM OUTRA PARTE"
B600,BABESIOSE
B601,ACANTAMEBIASE
B602,NAEGLERIASE
B608,OUTRAS DOENCAS ESPECIFICADAS DEVIDAS A PROTOZOARIOS
B64,DOENCA NAO ESPECIFICADA DEVIDA A PROTOZOARIOS
B65,ESQUISTOSSOMOSE [BILHARZIOSE] [SCHISTOSOMIASE]
B650,ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA HAEMATOBIUM [ESQUISTOSSOMOSE URINARIA]
B651,ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA MANSONI [ESQUISTOSSOMOSE INTESTINAL]
B652,ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA JAPONICUM
B653,DERMATITE PARA CERCARIAS
B656,DERMATITE POR CERCARIAS
B658,OUTRAS ESQUISTOSSOMOSES
B659,ESQUISTOSSOMOSE NE
B66,OUTRAS INFESTACOES POR TREMATODEOS
B660,OPISTORQUIASE
B661,CLONORQUIASE
B662,DICROCELIASE
B663,FASCIOLIASE
B664,PARAGONIMIASE
B665,FASCIOLOPSIASE
B668,OUTRAS INFESTACOES POR TREMATODEOS ESPECIFICADOS
B669,INFECCAO NE POR TREMATODEO
B67,EQUINOCOCOSE
B670,INFESTACAO HEPATICA POR ECHINOCOCCUS GRANULOSUS
B671,INFESTACAO PULMONAR POR ECHINOCOCCUS GRANULOSUS
B672,INFESTACAO OSSEA POR ECHINOCOCCUS GRANULOSUS
B673,"INFESTACOES POR ECHINMOCOCCUS GRANULOSUS, OUTRAS E DE LOCALIZACOES MULTIPLAS"
B674,INFESTACAO NE POR ECHINOCOCCUS GRANULOSUS
B675,INFESTACAO HEPATICA POR ECHINOCOCCUS MULTILOCULARIS
B676,"INFECCOES POR ECHINOCOCCUS MULTILOCULARIS, OUTRAS E DE LOCALIZACOES MULTIPLAS"
B677,INFESTACAO NE POR ECHINOCOCCUS MULTILOCULARIS
B678,"INFESTACAO HEPATICA NE, POR ECHINOCOCCUS"
B679,"INFESTACOES POR ECHINOCOCCUS, OUTRAS E AS NE"
B68,INFESTACAO POR TAENIA
B680,INFESTACAO POR TAENIA SOLIUM
B681,INFESTACAO POR TAENIA SAGINATA
B689,INFESTACAO NE POR TAENIA
B69,CISTICERCOSE
B690,CISTICERCOSE DO SISTEMA NERVOSO CENTRAL
B691,CISTICERCOSE DO OLHO
B698,CISTICERCOSE DE OUTRAS LOCALIZACOES
B699,CISTICERCOSE NE
B70,DIFILOBOTRIASE E ESPARGANOSE
B700,DIFILOBOTRIASE
B701,ESPARGANOSE
B71,OUTRAS INFESTACOES POR CESTOIDES
B710,INFESTACAO POR HYMENOLEPIS
B711,INFESTACAO POR DIPYLIDIUM
B718,OUTRAS INFESTACOES ESPECIFICADAS POR CESTOIDES
B719,INFESTACAO NE POR CESTOIDES
B72,DRACONTIASE
B73,ONCOCERCOSE
B74,FILARIOSE
B740,FILARIOSE POR WUCHERERIA BANCROFTI
B741,FILARIOSE POR BRUGIA MALAYI
B742,FILARIOSE POR BRUGIA TIMORI
B743,LOAIASE
B744,MANSONELOSE
B748,OUTRAS FILARIOSES
B749,FILARIOSE NE
B75,TRIQUINOSE
B76,ANCILOSTOMIASE
B760,ANCILOSTOMOSE
B761,NECATORIASE
B768,OUTRAS ANCILOSTOMIASES
B769,ANCILOSTOMIASE NE
B77,ASCARIDIASE
B770,ASCARIDIASE COM COMPLICACOES INTESTINAIS
B778,ASCARIDIASE COM OUTRAS COMPLICACOES
B779,ASCARIDIASE NE
B78,ESTRONGILOIDIASE
B780,ESTRONGILOIDIASE INTESTINAL
B781,ESTRONGILOIDIASE CUTANEA
B787,ESTRONGILOIDIASE DISSEMINADA
B789,ESTRONGILOIDIASE NE
B79,TRICURIASE
B80,OXIURIASE
B81,"OUTRAS HELMINTIASES INTESTINAIS, NAO CLASSIFICADAS EM OUTRA PARTE"
B810,ANISAQUIASE
B811,CAPILARIASE INTESTINAL
B812,TRICOSTRONGILOSE
B813,ANGIOSTRONGILOIDOSE INTESTINAL
B814,HELMINTIASES INTESTINAIS MISTAS
B818,OUTRAS HELMINTIASES INTESTINAIS ESPECIFICADAS
B82,PARASITOSE INTESTINAL NAO ESPECIFICADA
B820,HELMINTIASE INTESTINAL NE
B829,PARASITOSE INTESTINAL NE
B83,OUTRAS HELMINTIASES
B830,LARVA MIGRANS VISCERAL
B831,GNATOSTOMIASE
B832,ANGROSTRONGILOIDOSE DEVIDA A PARASTRONGYLUS CANTONENSIS
B833,SINGAMOSE
B834,HIRUDINIASE INTERNA
B838,OUTRAS HELMINTIASES ESPECIFICADAS
B839,HELMINTIASE NE
B85,PEDICULOSE E FTIRIASE
B850,PEDICULOSE DEVIDA A PEDICULUS HUMANUS CAPITIS
B851,PEDICULOSE DEVIDA A PEDICULUS HUMANUS CORPORIS
B852,PEDICULOSE NE
B853,FTIRIASE
B854,PEDICULOSE E FTIRIASE MISTA
B86,ESCABIOSE [SARNA]
B87,MIIASE
B870,MIIASE CUTANEA
B871,MIIASE DAS FERIDAS
B872,MIIASE OCULAR
B873,MIIASE NASOFARINGEA
B874,MIIASE AURICULAR
B878,MIIASE DE OUTRAS LOCALIZACOES
B879,MIIASE NE
B88,OUTRAS INFESTACOES
B880,OUTRAS ACARIASES
B881,TUNGIASE [INFESTACAO PELA PULGA DA AREIA]
B882,OUTRAS INFESTACOES POR ARTROPODOS
B883,HIRUDINIASE EXTERNA
B888,OUTRAS INFESTACOES ESPECIFICADAS
B889,INFESTACAO NE
B89,DOENCA PARASITARIA NAO ESPECIFICADA
B90,SEQUELAS DE TUBERCULOSE
B900,SEQUELAS DE TUBERCULOSE DO SISTEMA NERVOSO CENTRAL
B901,SEQUELAS DE TUBERCULOSE GENITURINARIA
B902,SEQUELAS DE TUBERCULOSE OSSEA E DAS ARTICULACOES
B908,SEQUELAS DE TUBERCULOSE DE OUTROS ORGAOS
B909,SEQUELAS DE TUBERCULOSE DAS VIAS RESPIRATORIAS E DE ORGAOS NE
B91,SEQUELAS DE POLIOMIELITE
B92,SEQUELAS DE HANSENIASE [LEPRA]
B94,SEQUELAS DE OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS E DAS NAO ESPECIFICADAS
B940,SEQUELAS DE TRACOMA
B941,SEQUELAS DE ENCEFALITE VIRAL
B942,SEQUELAS DE HEPATITE VIRAL
B948,SEQUELAS DE OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS ESPECIFICADAS
B949,SEQUELAS DE DOENCA INFECCIOSA OU PARASITARIA NE
B95,ESTREPTOCOCOS E ESTAFILOCOCOS COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CA
B950,"ESTREPTOCOCO DO GRUPO A, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B951,"ESTREPTOCOCO DO GRUPO B, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B952,"ESTREPTOCOCO DO GRUPO D, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B953,"STREPTOCOCCUS PNEUMONIAE, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B954,"OUTROS ESTREPTOCOCOS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B955,"ESTREPTOCOCO NE, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B956,"STAPHYLOCOCCUS AUREUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B957,OUTROS ESTAFILOCOCOS COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS
B958,"ESTAFILOCOCO NE, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B96,"OUTROS AGENTES BACTERIANOS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPI"
B960,"MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS"
B961,"KLEBSIELLA PNEUMONIAE [M. PNEUMONIAE], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS"
B962,"ESCHERICHIA COLI [E. COLI], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B963,"HAEMOPHILUS INFLUENZAE [H. INFLUENZAE], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTRO"
B964,"PROTEUS (MIRABILIS) (MORGANII), COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITU"
B965,"PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI), COMO CAUSA DE DOENCAS CLASSIFS"
B966,"BACILLUS FRAGILIS [B. FRAGILIS], COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPIT"
B967,"CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS], COMO CAUSA DE DOENCAS CLASSIFS. EM OUT"
B968,"OUTROS AGENTES BACTERIANOS ESPECIFICADOS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUT"
B97,VIRUS COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B970,"ADENOVIRUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B971,"ENTEROVIRUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B972,"CORONAVIRUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B973,"RETROVIRUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B974,"VIRUS SINCICIAL RESPIRATORIO, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULO"
B975,"REOVIRUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B976,"PARVOVIRUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B977,"PAPILOMAVIRUS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B978,"OUTROS AGENTES VIRAIS, COMO CAUSA DE DOENCAS CLASSIFS. EM OUTROS CAPITULOS"
B99,OUTRAS DOENCAS INFECCIOSAS
C00,NEOPLASIA MALIGNA DO LABIO
C000,NEOPLASIA MALIGNA DO LABIO SUPERIOR EXTERNO
C001,NEOPLASIA MALIGNA DO LABIO INFERIOR EXTERNO
C002,"NEOPLASIA MALIGNA DO LABIO EXTERNO, NE"
C003,"NEOPLASIA MALIGNA DO LABIO SUPERIOR, FACE INTERNA"
C004,"NEOPLASIA MALIGNA DO LABIO INFERIOR, FACE INTERNA"
C005,"NEOPLASIA MALIGNA DO LABIO, SEM ESPECIFICACAO, FACE INTERNA"
C006,NEOPLASIA MALIGNA DA COMISSURA LABIAL
C008,NEOPLASIA MALIGNA COM LESAO INVASIVA DO LABIO
C009,"NEOPLASIA MALIGNA DO LABIO, NE"
C01,NEOPLASIA MALIGNA DA BASE DA LINGUA
C010,NEOPL MALIG DA BASE DA LINGUA
C02,NEOPLASIA MALIGNA DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DA LINGUA
C020,NEOPLASIA MALIGNA DA FACE DORSAL DA LINGUA
C021,NEOPLASIA MALIGNA DA BORDA DA LINGUA
C022,NEOPLASIA MALIGNA DA FACE VENTRAL DA LINGUA
C023,"NEOPLASIA MALIGNA DE DOIS TERCOS ANTERIORES DA LINGUA, PARTE NE"
C024,NEOPLASIA MALIGNA DA AMIGDALA LINGUAL
C028,NEOPLASIA MALIGNA COM LESAO INVASIVA DA LINGUA
C029,"NEOPLASIA MALIGNA DA LINGUA, NE"
C03,NEOPLASIA MALIGNA DA GENGIVA
C030,NEOPLASIA MALIGNA DA GENGIVA SUPERIOR
C031,NEOPLASIA MALIGNA DA GENGIVA INFERIOR
C039,"NEOPLASIA MALIGNA DA GENGIVA, NE"
C04,NEOPLASIA MALIGNA DO ASSOALHO DA BOCA
C040,NEOPLASIA MALIGNA DO ASSOALHO ANTERIOR DA BOCA
C041,NEOPLASIA MALIGNA DO ASSOALHO LATERAL DA BOCA
C048,NEOPLASIA MALIGNA COM LESAO INVASIVA DO ASSOALHO DA BOCA
C049,"NEOPLASIA MALIGNA DO ASSOALHO DA BOCA, NE"
C05,NEOPLASIA MALIGNA DO PALATO
C050,NEOPLASIA MALIGNA DO PALATO DURO
